# x,y,phi,v_x,v_y,r
6.483866274356842041e-02,3.119043707847595215e-01,1.509602524397124945e+00,2.928042918119674543e+00,-4.632142609521772703e-01,-5.295922160148620605e-01
7.794475555419921875e-02,3.721758127212524414e-01,1.498548317863079404e+00,3.220634648979425307e+00,-4.596773458157846215e-01,-4.931631088256835938e-01
7.794475555419921875e-02,3.721758127212524414e-01,1.498548317863079404e+00,3.220634648979425307e+00,-4.596773458157846215e-01,-4.931631088256835938e-01
9.492643922567367554e-02,4.507673680782318115e-01,1.485779290732207158e+00,3.558367658589632665e+00,-4.566751494273823542e-01,-6.347588300704956055e-01
9.492643922567367554e-02,4.507673680782318115e-01,1.485779290732207158e+00,3.558367658589632665e+00,-4.566751494273823542e-01,-6.347588300704956055e-01
1.111149564385414124e-01,5.273402333259582520e-01,1.474604791978454621e+00,3.866268333405834756e+00,-4.355269956308719381e-01,-6.325594186782836914e-01
1.111149564385414124e-01,5.273402333259582520e-01,1.474604791978454621e+00,3.866268333405834756e+00,-4.355269956308719381e-01,-6.325594186782836914e-01
1.259170174598693848e-01,5.992830395698547363e-01,1.465203389700985959e+00,4.137438384582368123e+00,-4.053071391744341723e-01,-5.464500188827514648e-01
1.411899030208587646e-01,6.736846566200256348e-01,1.456411023096817914e+00,4.397012573543488401e+00,-3.894849544519504714e-01,-5.084901452064514160e-01
1.411899030208587646e-01,6.736846566200256348e-01,1.456411023096817914e+00,4.397012573543488401e+00,-3.894849544519504714e-01,-5.084901452064514160e-01
1.569708883762359619e-01,7.529533505439758301e-01,1.448204410923191965e+00,4.660278352358278475e+00,-3.484944099536091411e-01,-4.722184836864471436e-01
1.569708883762359619e-01,7.529533505439758301e-01,1.448204410923191965e+00,4.660278352358278475e+00,-3.484944099536091411e-01,-4.722184836864471436e-01
1.732199490070343018e-01,8.370696902275085449e-01,1.440964619268523705e+00,4.920958604887538002e+00,-2.990541034429156642e-01,-4.163646996021270752e-01
1.895537674427032471e-01,9.257459640502929688e-01,1.434904657128023509e+00,5.180720461990316217e+00,-2.365579344890425817e-01,-3.478794097900390625e-01
1.895537674427032471e-01,9.257459640502929688e-01,1.434904657128023509e+00,5.180720461990316217e+00,-2.365579344890425817e-01,-3.478794097900390625e-01
2.056929022073745728e-01,1.019314408302307129e+00,1.429916749119803931e+00,5.446788657948789414e+00,-1.602446337757513217e-01,-2.856964468955993652e-01
2.056929022073745728e-01,1.019314408302307129e+00,1.429916749119803931e+00,5.446788657948789414e+00,-1.602446337757513217e-01,-2.856964468955993652e-01
2.215567231178283691e-01,1.117620944976806641e+00,1.426386551736857022e+00,5.701171924994094198e+00,-8.625964717874577692e-02,-2.054034024477005005e-01
2.215567231178283691e-01,1.117620944976806641e+00,1.426386551736857022e+00,5.701171924994094198e+00,-8.625964717874577692e-02,-2.054034024477005005e-01
2.365409582853317261e-01,1.218857884407043457e+00,1.424558846529074607e+00,5.952023115849310209e+00,-2.550496772151549050e-03,-1.064214780926704407e-01
2.505210638046264648e-01,1.324443817138671875e+00,1.424487342617902108e+00,6.197221300747123074e+00,9.026912944579947029e-02,-4.161633085459470749e-03
2.505210638046264648e-01,1.324443817138671875e+00,1.424487342617902108e+00,6.197221300747123074e+00,9.026912944579947029e-02,-4.161633085459470749e-03
2.634914815425872803e-01,1.434469223022460938e+00,1.425436817641095644e+00,6.439864369040414260e+00,1.740128754787681475e-01,5.485739558935165405e-02
2.634914815425872803e-01,1.434469223022460938e+00,1.425436817641095644e+00,6.439864369040414260e+00,1.740128754787681475e-01,5.485739558935165405e-02
2.751530110836029053e-01,1.549600362777709961e+00,1.427926026807293525e+00,6.678111992476356562e+00,2.672374546063958078e-01,1.489259153604507446e-01
2.849134504795074463e-01,1.664773225784301758e+00,1.432023299856708398e+00,6.904483018955372309e+00,3.563736679086623726e-01,2.456696033477783203e-01
2.849134504795074463e-01,1.664773225784301758e+00,1.432023299856708398e+00,6.904483018955372309e+00,3.563736679086623726e-01,2.456696033477783203e-01
2.938043475151062012e-01,1.783693313598632812e+00,1.437624049206545962e+00,7.137344175954591030e+00,3.993886161333337070e-01,3.289857208728790283e-01
2.938043475151062012e-01,1.783693313598632812e+00,1.437624049206545962e+00,7.137344175954591030e+00,3.993886161333337070e-01,3.289857208728790283e-01
3.023209869861602783e-01,1.909329771995544434e+00,1.444740605639569964e+00,7.382152793068841312e+00,4.154752221186210348e-01,3.725557923316955566e-01
3.023209869861602783e-01,1.909329771995544434e+00,1.444740605639569964e+00,7.382152793068841312e+00,4.154752221186210348e-01,3.725557923316955566e-01
3.111197352409362793e-01,2.055631875991821289e+00,1.454083933703426368e+00,7.656944895538011941e+00,4.206178655921576359e-01,4.851201474666595459e-01
3.111197352409362793e-01,2.055631875991821289e+00,1.454083933703426368e+00,7.656944895538011941e+00,4.206178655921576359e-01,4.851201474666595459e-01
3.191917836666107178e-01,2.208545446395874023e+00,1.464484117698873433e+00,7.934732369371734428e+00,4.142464038245438629e-01,4.747957885265350342e-01
3.191917836666107178e-01,2.208545446395874023e+00,1.464484117698873433e+00,7.934732369371734428e+00,4.142464038245438629e-01,4.747957885265350342e-01
3.273790776729583740e-01,2.389444112777709961e+00,1.477070288142192211e+00,8.251833250982842927e+00,3.914594969138217584e-01,6.798491477966308594e-01
3.273790776729583740e-01,2.389444112777709961e+00,1.477070288142192211e+00,8.251833250982842927e+00,3.914594969138217584e-01,6.798491477966308594e-01
3.335734009742736816e-01,2.547308206558227539e+00,1.487912165538829434e+00,8.519797634290636523e+00,3.651991465391089542e-01,5.238317251205444336e-01
3.335734009742736816e-01,2.547308206558227539e+00,1.487912165538829434e+00,8.519797634290636523e+00,3.651991465391089542e-01,5.238317251205444336e-01
3.398418426513671875e-01,2.730013608932495117e+00,1.499868545822608645e+00,8.820538925536059338e+00,3.188168253169230137e-01,5.955351591110229492e-01
3.398418426513671875e-01,2.730013608932495117e+00,1.499868545822608645e+00,8.820538925536059338e+00,3.188168253169230137e-01,5.955351591110229492e-01
3.452237248420715332e-01,2.913065195083618164e+00,1.511034582861852549e+00,9.110842634985038657e+00,2.741584002431862732e-01,6.012345552444458008e-01
3.452237248420715332e-01,2.913065195083618164e+00,1.511034582861852549e+00,9.110842634985038657e+00,2.741584002431862732e-01,6.012345552444458008e-01
3.497266769409179688e-01,3.087366580963134766e+00,1.520759810702426051e+00,9.378942533875209264e+00,2.263985156653053055e-01,5.752219557762145996e-01
3.535277545452117920e-01,3.250144958496093750e+00,1.528953738611213531e+00,9.622197384587389379e+00,1.791723732514192702e-01,4.802088141441345215e-01
3.535277545452117920e-01,3.250144958496093750e+00,1.528953738611213531e+00,9.622197384587389379e+00,1.791723732514192702e-01,4.802088141441345215e-01
3.571257293224334717e-01,3.418362379074096680e+00,1.536437037384036586e+00,9.853327519902839171e+00,1.308782752314358866e-01,4.288035929203033447e-01
3.571257293224334717e-01,3.418362379074096680e+00,1.536437037384036586e+00,9.853327519902839171e+00,1.308782752314358866e-01,4.288035929203033447e-01
3.605525493621826172e-01,3.594311475753784180e+00,1.543197609905958778e+00,1.007724263115464147e+01,8.633862579072829058e-02,3.856519460678100586e-01
3.605525493621826172e-01,3.594311475753784180e+00,1.543197609905958778e+00,1.007724263115464147e+01,8.633862579072829058e-02,3.856519460678100586e-01
3.637550771236419678e-01,3.774637699127197266e+00,1.549050782701856477e+00,1.028227567579574142e+01,4.642864913925860010e-02,3.351079821586608887e-01
3.668388724327087402e-01,3.957480669021606445e+00,1.553898058105660063e+00,1.046459589523055023e+01,6.858718622662591385e-03,2.891047894954681396e-01
3.668388724327087402e-01,3.957480669021606445e+00,1.553898058105660063e+00,1.046459589523055023e+01,6.858718622662591385e-03,2.891047894954681396e-01
3.699176013469696045e-01,4.135543346405029297e+00,1.557560117194158877e+00,1.061750579620157708e+01,-3.505452780717788902e-02,2.095696628093719482e-01
3.699176013469696045e-01,4.135543346405029297e+00,1.557560117194158877e+00,1.061750579620157708e+01,-3.505452780717788902e-02,2.095696628093719482e-01
3.735061585903167725e-01,4.323602199554443359e+00,1.560126795271310485e+00,1.076017022130938727e+01,-8.098626044815808445e-02,1.554932743310928345e-01
3.775269687175750732e-01,4.503115653991699219e+00,1.561357929967731373e+00,1.087447137660696939e+01,-1.292150373208005298e-01,7.077102363109588623e-02
3.775269687175750732e-01,4.503115653991699219e+00,1.561357929967731373e+00,1.087447137660696939e+01,-1.292150373208005298e-01,7.077102363109588623e-02
3.827210962772369385e-01,4.693804740905761719e+00,1.561267104062554090e+00,1.096539926389088748e+01,-1.867957092992993395e-01,-5.282845348119735718e-03
3.827210962772369385e-01,4.693804740905761719e+00,1.561267104062554090e+00,1.096539926389088748e+01,-1.867957092992993395e-01,-5.282845348119735718e-03
3.893179297447204590e-01,4.883435726165771484e+00,1.560021852983601853e+00,1.104000689053667728e+01,-2.538876570084324658e-01,-7.111942023038864136e-02
3.893179297447204590e-01,4.883435726165771484e+00,1.560021852983601853e+00,1.104000689053667728e+01,-2.538876570084324658e-01,-7.111942023038864136e-02
3.971724510192871094e-01,5.077504634857177734e+00,1.557471439838591820e+00,1.109991114885913355e+01,-2.878790221095228197e-01,-1.517674177885055542e-01
4.049298465251922607e-01,5.264428138732910156e+00,1.554186978164956656e+00,1.114120244945556948e+01,-2.666107120435892708e-01,-1.870900988578796387e-01
4.049298465251922607e-01,5.264428138732910156e+00,1.554186978164956656e+00,1.114120244945556948e+01,-2.666107120435892708e-01,-1.870900988578796387e-01
4.126636683940887451e-01,5.460263729095458984e+00,1.550391149670970137e+00,1.117375251312250128e+01,-2.080677245487614901e-01,-2.183805704116821289e-01
4.126636683940887451e-01,5.460263729095458984e+00,1.550391149670970137e+00,1.117375251312250128e+01,-2.080677245487614901e-01,-2.183805704116821289e-01
4.188590049743652344e-01,5.654327392578125000e+00,1.547161351624341208e+00,1.118117467432636580e+01,-9.849967777241747102e-02,-1.898954510688781738e-01
4.229852557182312012e-01,5.843975543975830078e+00,1.545182472801920781e+00,1.116351507183341596e+01,2.631591237210076373e-02,-1.155395135283470154e-01
4.229852557182312012e-01,5.843975543975830078e+00,1.545182472801920781e+00,1.116351507183341596e+01,2.631591237210076373e-02,-1.155395135283470154e-01
4.261448085308074951e-01,6.034247875213623047e+00,1.544253304482040789e+00,1.111979574650262670e+01,9.235720499397076511e-02,-5.404506623744964600e-02
4.261448085308074951e-01,6.034247875213623047e+00,1.544253304482040789e+00,1.111979574650262670e+01,9.235720499397076511e-02,-5.404506623744964600e-02
4.296915233135223389e-01,6.224344253540039062e+00,1.543794133998472873e+00,1.106289211222287783e+01,8.225149567939737949e-02,-2.633851766586303711e-02
4.296915233135223389e-01,6.224344253540039062e+00,1.543794133998472873e+00,1.106289211222287783e+01,8.225149567939737949e-02,-2.633851766586303711e-02
4.342181384563446045e-01,6.415745258331298828e+00,1.543346258228127432e+00,1.097446396306256133e+01,4.109512639858488303e-02,-2.631297521293163300e-02
4.394239187240600586e-01,6.600619316101074219e+00,1.542724995281025357e+00,1.085906230622136803e+01,4.515235348089727437e-03,-3.652589023113250732e-02
4.394239187240600586e-01,6.600619316101074219e+00,1.542724995281025357e+00,1.085906230622136803e+01,4.515235348089727437e-03,-3.652589023113250732e-02
4.449257850646972656e-01,6.783071517944335938e+00,1.541994000935613229e+00,1.073115081037722618e+01,-7.886625443704614255e-03,-4.300062730908393860e-02
4.449257850646972656e-01,6.783071517944335938e+00,1.541994000935613229e+00,1.073115081037722618e+01,-7.886625443704614255e-03,-4.300062730908393860e-02
4.500353932380676270e-01,6.962603569030761719e+00,1.541436102880538783e+00,1.057325831185643139e+01,1.248502260311552987e-02,-3.239585831761360168e-02
4.543916583061218262e-01,7.141211986541748047e+00,1.541315268056814070e+00,1.038398708102496037e+01,5.049565239147928153e-02,-7.284580264240503311e-03
4.543916583061218262e-01,7.141211986541748047e+00,1.541315268056814070e+00,1.038398708102496037e+01,5.049565239147928153e-02,-7.284580264240503311e-03
4.577321410179138184e-01,7.310462951660156250e+00,1.541756070834372494e+00,1.017114743977598224e+01,8.798249897044733980e-02,2.611741982400417328e-02
4.577321410179138184e-01,7.310462951660156250e+00,1.541756070834372494e+00,1.017114743977598224e+01,8.798249897044733980e-02,2.611741982400417328e-02
4.602298140525817871e-01,7.477639675140380859e+00,1.542839856921894182e+00,9.959980721159427119e+00,1.199985872156719008e-01,6.057403981685638428e-02
4.602298140525817871e-01,7.477639675140380859e+00,1.542839856921894182e+00,9.959980721159427119e+00,1.199985872156719008e-01,6.057403981685638428e-02
4.620192646980285645e-01,7.651654720306396484e+00,1.544711370593221389e+00,9.769629181024457765e+00,1.430518304618476622e-01,9.412011504173278809e-02
4.620192646980285645e-01,7.651654720306396484e+00,1.544711370593221389e+00,9.769629181024457765e+00,1.430518304618476622e-01,9.412011504173278809e-02
4.631556272506713867e-01,7.841610431671142578e+00,1.547578864582050073e+00,9.596403706739179640e+00,1.538169311571211395e-01,1.479633748531341553e-01
4.631556272506713867e-01,7.841610431671142578e+00,1.547578864582050073e+00,9.596403706739179640e+00,1.538169311571211395e-01,1.479633748531341553e-01
4.656138122081756592e-01,8.023361206054687500e+00,1.548856119923357255e+00,9.415283062615985799e+00,1.175554873435368103e-01,6.520842015743255615e-02
4.656138122081756592e-01,8.023361206054687500e+00,1.548856119923357255e+00,9.415283062615985799e+00,1.175554873435368103e-01,6.520842015743255615e-02
4.667440652847290039e-01,8.205420494079589844e+00,1.550318365209252036e+00,9.300248163882937291e+00,1.389139494764201899e-01,8.433854579925537109e-02
4.672311544418334961e-01,8.365577697753906250e+00,1.552050117981035982e+00,9.238676141644560857e+00,1.449993812434671181e-01,9.980827569961547852e-02
4.672311544418334961e-01,8.365577697753906250e+00,1.552050117981035982e+00,9.238676141644560857e+00,1.449993812434671181e-01,9.980827569961547852e-02
4.674220681190490723e-01,8.524989128112792969e+00,1.554203132331097414e+00,9.187550808404532532e+00,1.407573316754076875e-01,1.255991756916046143e-01
4.674220681190490723e-01,8.524989128112792969e+00,1.554203132331097414e+00,9.187550808404532532e+00,1.407573316754076875e-01,1.255991756916046143e-01
4.673978686332702637e-01,8.682292938232421875e+00,1.556622133064221813e+00,9.175490547923114804e+00,1.305520739061639124e-01,1.370659768581390381e-01
4.672359228134155273e-01,8.844320297241210938e+00,1.559295021685620952e+00,9.179005361146048259e+00,1.135065017940483090e-01,1.548267304897308350e-01
4.672359228134155273e-01,8.844320297241210938e+00,1.559295021685620952e+00,9.179005361146048259e+00,1.135065017940483090e-01,1.548267304897308350e-01
4.670159518718719482e-01,9.003334045410156250e+00,1.561929846186697723e+00,9.208043367882584818e+00,9.285083352140922897e-02,1.546004414558410645e-01
4.670159518718719482e-01,9.003334045410156250e+00,1.561929846186697723e+00,9.208043367882584818e+00,9.285083352140922897e-02,1.546004414558410645e-01
4.668371379375457764e-01,9.160921096801757812e+00,1.564409891201433922e+00,9.243061240170968418e+00,6.846278469399380562e-02,1.450692862272262573e-01
4.668371379375457764e-01,9.160921096801757812e+00,1.564409891201433922e+00,9.243061240170968418e+00,6.846278469399380562e-02,1.450692862272262573e-01
4.667735695838928223e-01,9.320034980773925781e+00,1.566648031700588639e+00,9.302459453994000427e+00,4.211777171136655423e-02,1.279309689998626709e-01
4.668978154659271240e-01,9.484304428100585938e+00,1.568569851611951727e+00,9.383155933224644585e+00,1.467940968583632960e-02,1.125020682811737061e-01
4.668978154659271240e-01,9.484304428100585938e+00,1.568569851611951727e+00,9.383155933224644585e+00,1.467940968583632960e-02,1.125020682811737061e-01
4.672646224498748779e-01,9.646231651306152344e+00,1.570007940073096186e+00,9.471768352637884192e+00,-1.195807523445062935e-02,8.312677592039108276e-02
4.672646224498748779e-01,9.646231651306152344e+00,1.570007940073096186e+00,9.471768352637884192e+00,-1.195807523445062935e-02,8.312677592039108276e-02
4.679730832576751709e-01,9.812158584594726562e+00,1.570939450652319991e+00,9.582297578492802614e+00,-3.889520227658163631e-02,5.540382117033004761e-02
4.690347611904144287e-01,9.975528717041015625e+00,1.571305315716207573e+00,9.707890946632350193e+00,-6.344478139325382404e-02,2.147766016423702240e-02
4.690347611904144287e-01,9.975528717041015625e+00,1.571305315716207573e+00,9.707890946632350193e+00,-6.344478139325382404e-02,2.147766016423702240e-02
4.705350399017333984e-01,1.014267158508300781e+01,1.571092861410408936e+00,9.816387104189612245e+00,-8.531701334565421069e-02,-1.262932643294334412e-02
4.705350399017333984e-01,1.014267158508300781e+01,1.571092861410408936e+00,9.816387104189612245e+00,-8.531701334565421069e-02,-1.262932643294334412e-02
4.724601209163665771e-01,1.031052303314208984e+01,1.570309796061553520e+00,9.913143616756574517e+00,-1.024195475071746769e-01,-4.583683982491493225e-02
4.724601209163665771e-01,1.031052303314208984e+01,1.570309796061553520e+00,9.913143616756574517e+00,-1.024195475071746769e-01,-4.583683982491493225e-02
4.748586118221282959e-01,1.048171806335449219e+01,1.568960998209284696e+00,9.988997742641689825e+00,-1.146575152650124996e-01,-7.839257270097732544e-02
4.777189791202545166e-01,1.065495872497558594e+01,1.567092722038526453e+00,1.004228780140906707e+01,-1.214766074415567637e-01,-1.126696914434432983e-01
4.777189791202545166e-01,1.065495872497558594e+01,1.567092722038526453e+00,1.004228780140906707e+01,-1.214766074415567637e-01,-1.126696914434432983e-01
4.808736443519592285e-01,1.082254409790039062e+01,1.564893889054747689e+00,1.008264855472942578e+01,-1.233012949348764181e-01,-1.281903386116027832e-01
4.808736443519592285e-01,1.082254409790039062e+01,1.564893889054747689e+00,1.008264855472942578e+01,-1.233012949348764181e-01,-1.281903386116027832e-01
4.845381379127502441e-01,1.099619483947753906e+01,1.562278811538039491e+00,1.010159612343849034e+01,-1.203689825101020849e-01,-1.561702042818069458e-01
4.884646236896514893e-01,1.116558647155761719e+01,1.559492783322821374e+00,1.009698938988825567e+01,-1.136796297336560568e-01,-1.628497093915939331e-01
4.884646236896514893e-01,1.116558647155761719e+01,1.559492783322821374e+00,1.009698938988825567e+01,-1.136796297336560568e-01,-1.628497093915939331e-01
4.927872121334075928e-01,1.133816051483154297e+01,1.556772462228263265e+00,1.007687321111349910e+01,-1.125078759085735430e-01,-1.609172821044921875e-01
4.927872121334075928e-01,1.133816051483154297e+01,1.556772462228263265e+00,1.007687321111349910e+01,-1.125078759085735430e-01,-1.609172821044921875e-01
4.973509013652801514e-01,1.150781917572021484e+01,1.554054400669253155e+00,1.003438741104830889e+01,-1.040343836694688218e-01,-1.621731519699096680e-01
5.021105408668518066e-01,1.167501068115234375e+01,1.551333129351375462e+00,9.978796019023162600e+00,-9.046744887194962947e-02,-1.574228256940841675e-01
5.021105408668518066e-01,1.167501068115234375e+01,1.551333129351375462e+00,9.978796019023162600e+00,-9.046744887194962947e-02,-1.574228256940841675e-01
5.072211027145385742e-01,1.184660148620605469e+01,1.548579722166856243e+00,9.932471087032698875e+00,-7.489586614190051062e-02,-1.605661362409591675e-01
5.072211027145385742e-01,1.184660148620605469e+01,1.548579722166856243e+00,9.932471087032698875e+00,-7.489586614190051062e-02,-1.605661362409591675e-01
5.124569535255432129e-01,1.201625251770019531e+01,1.545981979294339226e+00,9.901573835779664989e+00,-5.924237913752219975e-02,-1.531321704387664795e-01
5.124569535255432129e-01,1.201625251770019531e+01,1.545981979294339226e+00,9.901573835779664989e+00,-5.924237913752219975e-02,-1.531321704387664795e-01
5.177598595619201660e-01,1.218382453918457031e+01,1.543611157926200406e+00,9.887597013725740069e+00,-4.350719973406291796e-02,-1.409526169300079346e-01
5.230991840362548828e-01,1.234989261627197266e+01,1.541510174649483922e+00,9.883276605417222527e+00,-2.806597464909034098e-02,-1.208710223436355591e-01
5.230991840362548828e-01,1.234989261627197266e+01,1.541510174649483922e+00,9.883276605417222527e+00,-2.806597464909034098e-02,-1.208710223436355591e-01
5.286639928817749023e-01,1.252155399322509766e+01,1.539649272107131317e+00,9.886244324871563904e+00,-1.287631258435478418e-02,-1.087744385004043579e-01
5.286639928817749023e-01,1.252155399322509766e+01,1.539649272107131317e+00,9.886244324871563904e+00,-1.287631258435478418e-02,-1.087744385004043579e-01
5.341541767120361328e-01,1.269061660766601562e+01,1.538146964708738906e+00,9.892087720647870341e+00,7.956549650973311757e-04,-8.778730779886245728e-02
5.396135449409484863e-01,1.285983467102050781e+01,1.536993502029308623e+00,9.898670350700927045e+00,1.357995130893105938e-02,-6.709413230419158936e-02
5.396135449409484863e-01,1.285983467102050781e+01,1.536993502029308623e+00,9.898670350700927045e+00,1.357995130893105938e-02,-6.709413230419158936e-02
5.450300574302673340e-01,1.302993106842041016e+01,1.536193432222916044e+00,9.904273926643522685e+00,2.491876026642238923e-02,-4.517797753214836121e-02
5.450300574302673340e-01,1.302993106842041016e+01,1.536193432222916044e+00,9.904273926643522685e+00,2.491876026642238923e-02,-4.517797753214836121e-02
5.505060553550720215e-01,1.320522880554199219e+01,1.535745028650242539e+00,9.908439470642907310e+00,3.464040423459009005e-02,-2.594958059489727020e-02
5.505060553550720215e-01,1.320522880554199219e+01,1.535745028650242539e+00,9.908439470642907310e+00,3.464040423459009005e-02,-2.594958059489727020e-02
5.557250380516052246e-01,1.337625122070312500e+01,1.535650471091910774e+00,9.910745582541199639e+00,4.219633150212318690e-02,-5.604217760264873505e-03
5.606690645217895508e-01,1.354293537139892578e+01,1.535862845798984466e+00,9.911700689218230664e+00,4.809924455983103503e-02,1.238325610756874084e-02
5.606690645217895508e-01,1.354293537139892578e+01,1.535862845798984466e+00,9.911700689218230664e+00,4.809924455983103503e-02,1.238325610756874084e-02
5.655452609062194824e-01,1.371302986145019531e+01,1.536372267458283147e+00,9.911688465204957055e+00,5.241959536351819410e-02,2.783533744513988495e-02
5.655452609062194824e-01,1.371302986145019531e+01,1.536372267458283147e+00,9.911688465204957055e+00,5.241959536351819410e-02,2.783533744513988495e-02
