# dT,ddelta
3.836284484526331084e-08,0.000000000000000000e+00
1.083770205067557946e-02,4.790514961104906655e-02
6.020912102222553131e-08,0.000000000000000000e+00
1.319598903940927270e-02,4.398479471843241839e-02
1.729781691999360271e-02,4.475798575411353564e-02
9.609804202392879802e-08,0.000000000000000000e+00
1.920189498718638532e-02,4.275082631481456896e-02
1.066766022739251696e-07,0.000000000000000000e+00
1.730658360307862909e-02,3.909732435628740510e-02
1.810978044986810698e-02,3.993128601777716502e-02
1.006087976818115237e-07,0.000000000000000000e+00
1.707629239112717912e-02,3.698979346384197175e-02
9.486776364475701939e-08,0.000000000000000000e+00
1.485402446235045693e-02,3.201418567250063907e-02
8.252190042412621551e-08,0.000000000000000000e+00
1.609177120224514201e-02,3.170361735118018554e-02
1.154816211667714088e-02,2.871662558676900401e-02
6.415560305228495963e-08,0.000000000000000000e+00
1.114512006503559638e-02,2.488104224086136462e-02
6.191698959101543664e-08,0.000000000000000000e+00
9.391134674081869083e-03,2.412943587473265206e-02
9.512527911093027200e-03,2.324405194197992630e-02
5.284679360784139135e-08,0.000000000000000000e+00
7.300574282792515746e-03,2.088302073601014386e-02
4.055852043105545590e-08,0.000000000000000000e+00
7.641202664897261965e-03,2.113972365774055562e-02
8.348972492712436466e-03,2.174970989317834280e-02
4.638268658041511117e-08,0.000000000000000000e+00
6.639106814015915958e-03,2.038683540179567211e-02
3.688372246513083041e-08,0.000000000000000000e+00
1.069156368314339023e-02,2.128740983562728284e-02
8.081368775715580544e-03,2.350598815646469386e-02
4.489591337586418263e-08,0.000000000000000000e+00
9.260081144281395726e-03,2.289938896732138240e-02
5.144460968331543427e-08,0.000000000000000000e+00
1.185396953797407393e-02,2.397176272605147651e-02
6.585502143607868675e-08,0.000000000000000000e+00
1.153663858251274821e-02,2.708710421885016095e-02
1.114534638105013631e-02,2.634067908569570626e-02
6.191789164722294458e-08,0.000000000000000000e+00
1.404235415180671298e-02,2.747133154306913294e-02
7.801264495510551455e-08,0.000000000000000000e+00
1.284881279784433339e-02,3.029579486263020427e-02
1.289331519428449369e-02,2.912015987254143456e-02
7.162873350008425177e-08,0.000000000000000000e+00
1.453411149041072825e-02,2.825818945307659313e-02
8.074461516072162226e-08,0.000000000000000000e+00
1.278230548952541401e-02,3.091212122209863189e-02
7.101241400464530784e-08,0.000000000000000000e+00
1.321481867635060370e-02,3.005223433573678271e-02
1.200798010989323483e-02,2.817395234536793081e-02
6.671022206861110249e-08,0.000000000000000000e+00
1.411530469517530140e-02,2.842221157126761932e-02
7.841792354357224326e-08,0.000000000000000000e+00
1.246611876785236328e-02,2.616814606180711822e-02
1.041017575923869343e-02,2.210178802988446711e-02
5.783360457201069948e-08,0.000000000000000000e+00
1.067728225122160923e-02,2.034444058443413139e-02
5.931790475477427549e-08,0.000000000000000000e+00
9.000233525234546672e-03,1.883307784169563348e-02
5.000101999108608197e-08,0.000000000000000000e+00
5.089372879082953993e-03,1.628093764764193541e-02
6.352459484909589449e-03,1.314236165258567124e-02
3.529108810740311242e-08,0.000000000000000000e+00
3.886256768499685155e-03,1.524207134140642683e-02
2.159019490965974342e-08,0.000000000000000000e+00
3.965471555819610749e-03,1.291374964982050511e-02
3.584174467133327546e-03,1.106955428532147012e-02
1.991184717109462099e-08,0.000000000000000000e+00
5.388907041638246742e-03,1.291383106843194128e-02
2.993820608088171298e-08,0.000000000000000000e+00
3.645082616687833621e-03,1.293168681622478000e-02
2.025034723240892731e-08,0.000000000000000000e+00
5.076738109043021918e-03,1.199659012004125613e-02
6.405994185465502255e-03,1.340814605333279230e-02
3.558850297791238404e-08,0.000000000000000000e+00
6.101094828524222802e-03,1.560176869352045137e-02
3.389478281379254554e-08,0.000000000000000000e+00
6.728029600916451969e-03,1.534130207006961788e-02
8.462409340867504959e-03,1.552062380895183336e-02
4.701291578257382753e-08,0.000000000000000000e+00
7.799602884937806291e-03,1.929907140981526603e-02
4.333088748920133071e-08,0.000000000000000000e+00
9.061661146399224709e-03,1.830892238110365389e-02
5.034228173217414337e-08,0.000000000000000000e+00
9.315142437464618563e-03,1.714243760470163247e-02
9.111230591606067630e-03,2.006084251003140140e-02
5.061737834433088778e-08,0.000000000000000000e+00
9.480899555580624138e-03,1.954981558209487047e-02
5.267137143105671271e-08,0.000000000000000000e+00
8.368879445429244779e-03,1.825049235820441762e-02
9.259665893546209503e-03,1.890832609041659396e-02
5.144204506812855016e-08,0.000000000000000000e+00
8.793004715897112522e-03,1.697552844686159301e-02
4.884975479679809496e-08,0.000000000000000000e+00
8.454325484190394757e-03,1.232722663365923288e-02
6.579316236376975269e-03,1.093463142288475520e-02
3.655129254820366214e-08,0.000000000000000000e+00
5.285524458099877254e-03,8.054529738391047466e-03
2.936386273022506543e-08,0.000000000000000000e+00
2.161788399444863895e-03,3.915119594334603992e-03
1.285585314227122300e-03,3.051960487647498166e-03
7.142034186280454833e-09,0.000000000000000000e+00
-1.168031366484412192e-03,1.139900686061845470e-03
-6.489027370992772603e-09,0.000000000000000000e+00
-2.618887326012730998e-03,-1.519224955956466339e-03
-1.454929232647117487e-08,0.000000000000000000e+00
-1.986721138190483682e-03,-1.776525218705887754e-03
-3.390298261647661793e-03,-1.546392752774933266e-03
-1.883482397824209897e-08,0.000000000000000000e+00
-3.052885270848904042e-03,-3.551347162918105926e-03
-1.696037893461621593e-08,0.000000000000000000e+00
-1.922929214806523568e-03,-4.845751881813603612e-03
-1.647650863519090070e-03,-7.056977253665219774e-04
-9.153505731163136261e-09,0.000000000000000000e+00
-2.135063102158551995e-03,-1.983363860103698473e-03
-1.186139658715390510e-08,0.000000000000000000e+00
5.655778832019953128e-04,-2.469862118950616470e-03
3.142082427576298187e-09,0.000000000000000000e+00
6.032737194017201432e-04,3.401956537772699019e-04
9.483036602211947219e-04,1.427502379229561580e-03
5.268305236505455014e-09,0.000000000000000000e+00
1.610087151639183478e-03,9.874835953882499240e-04
8.944878171490699970e-09,0.000000000000000000e+00
2.961588462407904743e-03,5.162432098095720567e-03
2.224270751587098527e-03,7.504441413565959840e-03
1.235689883749557794e-08,0.000000000000000000e+00
4.093617593130260968e-03,8.355980247966299235e-03
2.274219423892276382e-08,0.000000000000000000e+00
4.606590110182995357e-03,1.061318360624993740e-02
2.559202572083307814e-08,0.000000000000000000e+00
6.691109675567574744e-03,1.453274162786927226e-02
6.229674264353335378e-03,1.468053206004418798e-02
3.460890185547071951e-08,0.000000000000000000e+00
8.350576017850108723e-03,1.441883471399590944e-02
4.639183065480168011e-08,0.000000000000000000e+00
8.898569645870990641e-03,1.940824919577366359e-02
8.562832763103767064e-03,1.871592966428137217e-02
4.757075428019064134e-08,0.000000000000000000e+00
9.186561742868804004e-03,1.796671307229408265e-02
5.103617112256486621e-08,0.000000000000000000e+00
9.033305821216919274e-03,1.993499957916589072e-02
5.018475357498886069e-08,0.000000000000000000e+00
8.260696751852258934e-03,2.068077225302611399e-02
9.009372282116345776e-03,1.885127769844230361e-02
5.005153513870652660e-08,0.000000000000000000e+00
8.414576578541499430e-03,1.855184244710580965e-02
4.674738790511057118e-08,0.000000000000000000e+00
8.594037869050219491e-03,1.997341902890623078e-02
7.372982705354524935e-03,1.779370637830304802e-02
4.096052247382075961e-08,0.000000000000000000e+00
7.941337021562244747e-03,1.314703604072195442e-02
4.411829374051379205e-08,0.000000000000000000e+00
7.011907957694962779e-03,7.609405297634430632e-03
3.895482686422369056e-08,0.000000000000000000e+00
4.597477357924650843e-03,-1.489082062119256866e-03
8.386715447269987855e-04,-1.112961856465574662e-02
4.659118923999727713e-09,0.000000000000000000e+00
-4.527933713220633205e-03,-1.582157244014031905e-02
-2.515504748945573965e-08,0.000000000000000000e+00
-1.019447772568626842e-02,-2.311159748134908321e-02
-1.466201705684205825e-02,-2.742420774601711519e-02
-8.145488311628312772e-08,0.000000000000000000e+00
-1.841716313276536843e-02,-2.513232657903180511e-02
-1.023170048686239397e-07,0.000000000000000000e+00
-1.961716487902942507e-02,-2.432401173147746842e-02
-1.829704462350534300e-02,-2.479408969421961761e-02
-1.016490780436640762e-07,0.000000000000000000e+00
-1.394785258636704883e-02,-1.972717208907348585e-02
-7.748763991566320897e-08,0.000000000000000000e+00
-1.170825012756226968e-02,-8.891969458166976148e-03
-6.504547178654007666e-08,0.000000000000000000e+00
-6.315236329436368923e-03,2.371548434164719166e-02
6.660710042447059998e-04,7.189111600420239334e-02
3.700569017883736933e-09,0.000000000000000000e+00
1.812246459443889179e-02,1.171583145762752909e-01
1.006797992197938640e-07,0.000000000000000000e+00
4.732033927957318697e-02,1.591053034871073302e-01
7.726908238637475446e-02,1.972333427406124107e-01
4.292688343676687168e-07,0.000000000000000000e+00
1.094093736861936894e-01,2.319411110439602297e-01
6.078264766506968897e-07,0.000000000000000000e+00
1.362455039886800723e-01,2.555738841928056893e-01
1.582701784408099832e-01,2.763444399057110590e-01
8.792696779003073004e-07,0.000000000000000000e+00
1.605153318793919870e-01,2.835843298829812675e-01
8.917468902192027258e-07,0.000000000000000000e+00
1.793187841485910372e-01,2.980010865570620338e-01
9.962099326021878198e-07,0.000000000000000000e+00
1.681618958343095160e-01,2.981679477277003332e-01
1.740092066601431342e-01,3.107491370462726610e-01
9.667072545238575287e-07,0.000000000000000000e+00
1.601213820772232066e-01,3.079652377918989936e-01
8.895582909174137853e-07,0.000000000000000000e+00
1.698881882182826097e-01,3.146903621909807880e-01
9.438180237353321900e-07,0.000000000000000000e+00
1.410579790819224688e-01,2.918474633474360536e-01
1.665037891736997899e-01,2.930756744987619844e-01
9.250115576286965791e-07,0.000000000000000000e+00
1.544861834948896284e-01,2.879848714477439842e-01
8.582518071231781676e-07,0.000000000000000000e+00
1.416504073059612900e-01,2.571759704937906510e-01
1.501452715276838101e-01,2.429569903047643087e-01
8.341313903481584191e-07,0.000000000000000000e+00
1.248507433720624782e-01,2.117439879709692718e-01
6.936113877697991370e-07,0.000000000000000000e+00
1.282901195873556444e-01,1.951744326369089788e-01
8.242016343390917710e-02,1.784181507987703252e-01
4.578832937807142400e-07,0.000000000000000000e+00
7.822175793248953291e-02,1.407793907000617906e-01
4.345629064927969409e-07,0.000000000000000000e+00
6.500702081551484879e-02,9.022210253701451466e-02
3.611481086407408725e-07,0.000000000000000000e+00
3.948876241499782447e-02,4.485795943551390552e-02
8.097231557471773478e-03,-9.672642098230987973e-03
4.498315192558166586e-08,0.000000000000000000e+00
-2.832235475863364993e-02,-5.842366302874213435e-02
-1.573455421510772112e-07,0.000000000000000000e+00
-7.123483044465944714e-02,-9.307996085327063795e-02
-1.105471187844972447e-01,-1.331555183388732910e-01
-6.141450500929401812e-07,0.000000000000000000e+00
-1.399340478635241469e-01,-1.641052662368469583e-01
-7.774070581723080409e-07,0.000000000000000000e+00
-1.568339735326718110e-01,-1.709883948563833966e-01
-8.712950125278062785e-07,0.000000000000000000e+00
-1.688915906690652280e-01,-1.938584443164498294e-01
-1.595059597096395998e-01,-2.016872599120977938e-01
